Team Name,LastName,FirstName,AB,Runs,Hits,RBI,2B,3B,HR,W,K,RE,SF,SB,CS,Bunting,Stealing,Running,Hit Run,LRS,P,C,1B,2B,SS,3B,LF,CF,RF,ChB,ChL,ChR,AVG,SLG,OBP,Games,HBP,Ch1B,Ch2B,Ch3B,ChHR,ChW,ChDP,Ch1BL,Ch2BL,Ch3BL,ChHRL,ChWL,ChDPL,Ch1BR,Ch2BR,Ch3BR,ChHRR,ChWR,ChDPR,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,T Rating,Passball,Power Left,Power Right,Outfield Arm,Catcher Arm
NewDiego,Sweeney,Mark,17,0,3,1,1,0,0,2,5,0,0,0,0,B,D,11,C,L,0,0,3,0,0,0,4,0,4,40.25,11.60,41.00,0.176,0.235,0.263,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Bieser,Steve,8,2,4,1,1,0,0,1,4,0,0,0,0,B,D,14,D,L,0,4,0,0,0,0,3,3,3,29.75,12.00,38.40,0.500,0.625,0.556,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Ochoa,Alex,12,1,4,0,0,0,0,1,1,0,0,0,1,C,D,14,C,R,0,0,0,0,0,0,0,4,0,28.00,23.90,37.30,0.333,0.333,0.385,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Shipley,Craig,0,0,0,0,0,0,0,0,0,0,0,0,0,D,E,12,C,R,0,0,4,4,4,4,0,0,0,29.80,26.05,34.30,0.000,0.000,0.000,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Cianfrocco,Archi,14,0,5,3,1,0,0,1,4,0,0,0,0,D,B,11,D,R,0,0,2,4,4,3,0,0,0,32.50,26.70,40.00,0.357,0.429,0.400,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Lopez,Luis,10,1,2,1,0,0,0,1,2,0,0,0,1,D,D,12,D,R,0,0,0,3,3,4,0,0,0,30.20,30.30,34.40,0.200,0.200,0.273,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Veras,Quilvio,11,0,1,0,0,0,0,1,3,1,0,0,0,A,A,16,C,R,0,0,0,3,0,0,0,0,0,39.50,31.40,43.35,0.091,0.091,0.231,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Joyner,Wally,23,6,9,3,1,1,1,3,2,1,0,0,0,D,D,11,B,L,0,0,0,2,0,0,0,0,0,47.75,31.40,49.50,0.391,0.652,0.481,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Jones,Chris,25,2,8,4,1,0,2,2,9,0,0,1,0,D,B,13,D,R,0,0,0,0,0,0,3,3,3,31.50,31.60,37.35,0.320,0.600,0.393,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,McRae,Brian,12,5,6,5,2,0,2,1,2,1,0,0,0,B,B,15,C,R,0,0,0,0,0,0,0,2,0,32.75,35.10,32.25,0.500,1.167,0.571,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Castillo,Alberto,0,0,0,0,0,0,0,0,0,0,0,0,0,B,E,11,D,R,0,3,0,0,0,0,0,0,0,30.25,38.00,25.50,0.000,0.000,0.000,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Flaherty,John,0,0,0,0,0,0,0,0,0,0,0,0,0,D,D,9,D,R,0,3,0,0,0,0,0,0,0,31.50,40.20,32.05,0.000,0.000,0.000,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Hernandez,Carlos,9,3,4,2,0,1,0,0,2,0,0,0,0,D,E,9,D,R,0,3,4,0,0,0,0,0,0,37.60,40.50,37.05,0.444,0.667,0.444,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Huskey,Butch,4,1,2,1,1,0,0,0,1,0,0,0,0,D,C,11,C,R,0,0,4,0,0,4,4,0,4,32.25,41.65,29.25,0.500,0.750,0.500,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Caminiti,Ken,24,8,12,6,2,0,4,6,9,1,0,0,0,D,B,11,D,R,0,0,0,0,0,1,0,0,0,45.75,46.50,45.15,0.500,1.083,0.613,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Gwynn,Tony,23,6,10,7,2,0,2,1,4,0,0,0,0,C,B,12,B,L,0,0,0,0,0,0,0,0,0,50.80,46.60,51.00,0.435,0.783,0.458,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Hardtke,Jason,10,2,4,1,0,0,0,1,1,0,0,0,0,D,D,13,C,R,0,0,0,3,0,4,0,0,0,29.90,47.40,28.30,0.400,0.400,0.455,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Vaughn,Greg,4,0,0,0,0,0,0,0,1,0,0,0,0,D,C,11,D,R,0,0,0,0,0,0,4,0,4,32.40,48.15,31.60,0.000,0.000,0.000,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Gilkey,Bernard,10,2,2,1,1,0,0,1,2,1,0,0,0,D,D,14,C,R,0,0,0,0,0,0,2,0,2,36.50,49.05,35.55,0.200,0.300,0.333,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Gomez,Chris,10,2,3,6,0,0,1,0,3,0,0,0,0,C,D,12,C,R,0,0,0,0,0,3,0,0,0,32.60,50.00,32.10,0.300,0.600,0.300,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
NewDiego,Hundley,Todd,29,2,6,5,1,1,1,3,12,1,0,0,0,D,D,12,D,R,0,2,0,0,0,0,0,0,0,44.80,50.25,42.85,0.207,0.414,0.303,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
