Team Name,LastName,FirstName,AB,Runs,Hits,RBI,2B,3B,HR,W,K,RE,SF,SB,CS,Bunting,Stealing,Running,Hit Run,LRS,P,C,1B,2B,SS,3B,LF,CF,RF,ChB,ChL,ChR,AVG,SLG,OBP,Games,HBP,Ch1B,Ch2B,Ch3B,ChHR,ChW,ChDP,Ch1BL,Ch2BL,Ch3BL,ChHRL,ChWL,ChDPL,Ch1BR,Ch2BR,Ch3BR,ChHRR,ChWR,ChDPR,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,T Rating,Passball,Power Left,Power Right,Outfield Arm,Catcher Arm
Philanta,Butler,Rob,31,5,9,2,5,0,0,2,5,2,0,0,0,C,D,14,C,L,0,0,0,0,0,0,3,4,3,34.75,14.95,35.10,0.290,0.452,0.371,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Philanta,Robertson,Mike,0,0,0,0,0,0,0,0,0,0,0,0,0,B,D,10,C,L,0,0,3,0,0,0,4,0,4,16.60,16.00,31.45,0.000,0.000,0.000,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Philanta,Jordan,Kevin,0,0,0,0,0,0,0,0,0,0,0,0,0,D,E,12,C,R,0,0,3,4,0,4,0,0,0,28.00,22.90,32.40,0.000,0.000,0.000,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Philanta,Klesko,Ryan,17,2,6,2,1,0,2,2,5,0,0,0,0,D,D,11,D,L,0,0,4,0,0,0,4,0,4,33.60,22.90,36.50,0.353,0.765,0.421,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Philanta,Sefcik,Kevin,14,2,5,2,0,0,0,0,3,1,0,2,0,A,D,12,D,R,0,0,0,4,4,4,0,0,0,28.50,25.35,34.25,0.357,0.357,0.471,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Philanta,Lockhart,Keith,35,5,6,4,0,1,1,2,7,1,0,0,0,C,E,12,B,L,0,0,0,3,0,4,0,0,0,37.80,28.40,37.90,0.171,0.314,0.237,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Philanta,Bautista,Danny,0,0,0,0,0,0,0,0,0,0,0,0,0,C,D,12,D,R,0,0,0,0,0,0,2,3,2,23.00,28.55,19.40,0.000,0.000,0.000,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Philanta,Cummings,Midre,5,0,2,1,1,0,0,0,0,0,0,0,0,D,D,14,C,L,0,0,0,0,0,0,4,4,4,34.90,31.00,35.00,0.400,0.600,0.400,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Philanta,Jones,Chipper,35,6,13,5,1,0,2,1,5,0,0,4,1,D,A,15,C,R,0,0,0,0,0,2,4,0,4,43.00,32.20,46.60,0.371,0.571,0.450,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Philanta,Lieberthal,Mike,24,3,4,6,0,0,2,1,7,1,0,0,0,D,D,10,C,R,0,3,0,0,0,0,0,0,0,31.40,33.95,33.70,0.167,0.417,0.231,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
