Team Name,LastName,FirstName,AB,Runs,Hits,RBI,2B,3B,HR,W,K,RE,SF,SB,CS,Bunting,Stealing,Running,Hit Run,LRS,P,C,1B,2B,SS,3B,LF,CF,RF,ChB,ChL,ChR,AVG,SLG,OBP,Games,HBP,Ch1B,Ch2B,Ch3B,ChHR,ChW,ChDP,Ch1BL,Ch2BL,Ch3BL,ChHRL,ChWL,ChDPL,Ch1BR,Ch2BR,Ch3BR,ChHRR,ChWR,ChDPR,ER1,ER2,ER3,ER4,ER5,ER6,ER7,ER8,ER9,T Rating,Passball,Power Left,Power Right,Outfield Arm,Catcher Arm
Florago,Hansen,Dave,48,7,16,6,4,1,0,11,17,1,0,0,0,D,E,10,B,L,0,0,4,5,0,4,0,0,0,56.00,3.35,57.75,0.333,0.458,0.467,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Florago,Counsell,Craig,51,5,10,5,2,0,0,5,6,0,0,0,0,C,E,13,B,L,0,0,0,2,0,0,0,0,0,41.75,19.90,44.75,0.196,0.235,0.268,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Florago,Dunwoody,Todd,52,10,16,11,3,3,5,7,18,1,0,2,0,D,C,14,D,L,0,0,0,0,0,0,3,3,3,40.10,21.00,46.10,0.308,0.769,0.419,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Florago,Clark,Dave,69,12,21,15,5,0,3,6,13,0,0,0,0,D,D,5,C,L,0,0,0,0,0,0,4,0,4,44.20,21.70,46.40,0.304,0.507,0.360,15,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Florago,Castillo,Luis,0,0,0,0,0,0,0,0,0,0,0,0,0,C,B,17,C,R,0,0,0,2,0,0,0,0,0,31.00,22.90,30.90,0.000,0.000,0.000,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Florago,Alexander,Manny,24,1,3,0,0,0,0,1,9,0,0,1,0,C,A,15,C,R,0,0,0,3,3,4,0,0,0,29.30,27.60,35.75,0.125,0.125,0.192,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Florago,White,Devon,0,0,0,0,0,0,0,0,0,0,0,0,0,D,A,16,D,R,0,0,0,0,0,0,0,2,0,33.20,28.65,35.00,0.000,0.000,0.000,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Florago,Orie,Kevin,66,11,22,13,5,2,5,7,10,0,0,0,1,C,D,11,C,R,0,0,0,0,4,2,0,0,0,37.00,31.00,43.75,0.333,0.697,0.397,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Florago,Glanville,Doug,0,0,0,0,0,0,0,0,0,0,0,0,0,A,B,14,C,R,0,0,0,0,0,0,1,2,1,35.50,31.75,39.50,0.000,0.000,0.000,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
Florago,Sosa,Sammy,0,0,0,0,0,0,0,0,0,0,0,0,0,D,A,16,D,R,0,0,0,0,0,0,0,0,0,26.20,31.85,27.60,0.000,0.000,0.000,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,N,N,-6,-4
